transaction_amount,transaction_hour,account_age_days,num_transactions_last_24h,distance_from_home_km,is_fraud
44.55,8,209,2,1.32,0
103.46,9,76,1,6.16,0
103.93,16,89,2,24.28,0
121.51,3,71,1,8.55,0
35.51,16,416,1,1.43,0
97.09,18,700,3,4.9,0
72.37,2,1583,4,3.83,0
117.21,8,116,2,19.83,0
129.27,14,985,1,33.8,0
154.18,21,340,0,16.42,0
51.7,18,246,2,20.15,0
62.27,10,346,1,1.72,0
264.43,18,634,3,7.37,0
82.37,6,434,1,1.16,0
65.12,7,402,4,4.29,0
259.32,3,119,1,3.14,0
113.12,0,190,1,10.48,0
24.64,7,722,1,10.58,0
107.76,2,465,2,20.73,0
105.85,16,460,3,5.54,0
83.1,23,197,1,12.9,0
158.55,17,76,2,11.9,0
97.53,21,103,3,24.05,0
134.48,10,158,3,28.55,0
54.52,14,545,2,5.12,0
127.37,3,316,2,1.43,0
285.37,10,567,1,28.45,0
160.3,9,153,2,46.97,0
40.68,10,18,2,8.53,0
202.82,3,546,3,11.07,0
96.37,9,347,1,4.39,0
215.32,12,514,1,46.98,0
57.09,0,194,5,9.21,0
33.71,14,225,2,9.69,0
117.04,17,210,4,2.5,0
299.69,11,607,2,34.39,0
138.76,22,217,2,61.61,0
108.14,6,976,1,5.52,0
125.52,18,971,2,24.5,0
113.46,11,485,1,27.86,0
41.28,16,26,2,16.49,0
79.9,11,172,1,19.38,0
13.89,5,523,4,20.69,0
20.28,21,80,2,11.24,0
216.37,8,135,4,0.4,0
67.08,20,483,1,5.44,0
190.27,14,1632,2,16.06,0
158.11,18,1213,2,4.0,0
213.92,1,422,2,0.15,0
53.93,7,237,1,23.52,0
113.68,21,285,2,7.88,0
8.4,20,263,2,11.8,0
127.19,0,74,2,4.93,0
279.37,2,1174,4,25.15,0
206.57,22,266,2,0.84,0
103.74,0,1458,1,37.12,0
67.0,14,62,2,5.13,0
163.49,4,524,0,25.72,0
39.37,15,344,2,19.27,0
80.0,13,35,2,4.89,0
171.01,8,967,1,4.86,0
88.09,13,413,1,0.96,0
45.97,8,60,1,2.34,0
36.6,21,895,2,1.87,0
127.11,4,746,2,1.84,0
55.85,16,317,1,16.24,0
39.6,22,154,0,17.66,0
117.76,0,275,1,5.5,0
75.39,10,561,4,3.64,0
82.88,9,340,2,16.65,0
46.28,19,102,6,15.38,1
129.29,3,561,2,0.98,0
39.29,18,195,4,3.81,0
59.88,2,312,1,8.37,0
61.24,13,620,0,7.36,0
138.32,3,1630,1,8.85,0
189.81,0,383,2,10.05,0
22.71,18,194,1,1.46,0
138.51,20,381,1,2.48,0
75.66,8,183,4,2.92,0
90.45,7,4,1,1.73,0
45.74,11,65,2,26.08,0
109.03,6,271,3,6.18,0
113.39,18,467,3,35.56,0
37.9,19,745,0,41.69,0
49.7,6,43,2,5.61,0
47.3,10,140,3,13.76,0
76.21,17,652,3,15.57,0
50.02,9,1329,5,8.31,0
109.66,3,357,2,2.97,0
40.85,7,25,2,0.8,0
41.36,22,39,2,3.06,0
49.73,2,1373,1,6.7,0
45.88,13,61,4,6.51,0
110.88,4,661,1,11.75,0
18.71,11,126,2,41.85,0
384.26,18,223,2,7.44,0
90.93,5,910,2,15.68,0
88.44,19,177,1,5.93,0
43.89,9,1237,3,14.41,0
57.25,5,612,5,5.02,0
92.08,21,539,0,13.41,0
90.47,15,100,2,3.33,0
42.41,10,828,5,11.18,0
65.53,8,1051,2,5.64,0
26.5,19,529,3,5.23,0
74.71,13,1267,4,18.61,0
126.62,9,357,2,1.93,0
116.29,21,94,1,46.58,0
200.57,16,534,2,13.58,0
169.94,15,837,5,6.08,0
53.89,23,65,0,54.88,0
149.69,5,75,1,8.59,0
51.42,1,227,2,42.83,0
81.16,10,471,1,8.59,0
141.88,19,209,2,1.95,0
64.07,2,348,1,12.6,0
121.08,20,340,2,4.17,0
109.36,19,188,4,1.22,0
169.16,2,1126,1,10.99,0
75.23,4,499,3,11.34,0
12.83,9,24,3,7.22,0
39.76,19,211,2,16.62,0
49.95,9,202,3,13.69,0
146.82,3,401,2,27.41,0
76.78,22,89,1,29.92,0
7.9,9,387,1,52.22,0
139.84,6,1056,4,1.02,0
146.01,22,4,7,178.05,1
33.84,16,147,7,42.61,1
72.56,14,2137,2,12.15,0
152.05,14,2106,2,0.38,0
61.21,2,805,2,3.69,0
75.38,10,789,2,4.77,0
96.98,13,1435,3,34.69,0
62.4,16,352,0,49.75,0
117.94,13,212,0,43.39,0
54.82,7,528,1,3.73,0
122.51,18,617,1,23.2,0
106.29,17,97,2,14.19,0
68.55,20,1169,2,9.24,0
216.47,4,142,3,13.51,0
83.23,6,71,2,1.8,0
193.21,5,707,3,26.77,0
87.68,19,54,0,12.54,0
50.83,20,1520,3,47.6,0
248.9,4,223,1,14.8,0
47.9,6,1321,3,0.22,0
73.0,23,919,1,15.75,0
80.49,21,691,1,5.75,0
63.98,3,342,1,1.94,0
49.54,6,290,1,1.95,0
292.59,12,1,1,4.04,0
56.06,13,378,2,1.32,0
59.9,2,366,2,19.21,0
96.07,17,369,3,19.97,0
164.73,1,58,0,20.46,0
176.52,17,850,2,33.24,0
20.42,22,514,3,27.26,0
54.52,11,132,0,9.1,0
51.05,3,58,0,1.85,0
33.87,4,619,0,11.48,0
323.09,9,424,5,17.47,0
87.86,15,1349,2,29.87,0
96.46,4,1195,1,4.15,0
133.12,2,53,4,0.27,0
35.55,4,95,2,24.64,0
141.92,7,64,2,23.99,0
86.81,21,1122,0,3.08,0
105.71,19,340,5,35.49,0
139.35,14,206,4,39.19,0
43.57,8,382,2,17.02,0
87.52,14,647,1,3.6,0
48.39,12,188,3,0.35,0
179.38,7,297,1,14.57,0
194.86,4,943,1,21.74,0
113.31,5,260,4,8.67,0
54.35,23,153,2,5.53,0
117.66,3,1436,4,45.03,0
27.27,20,373,3,16.39,0
204.11,19,2256,0,0.51,0
81.82,4,133,5,67.89,1
24.77,12,497,1,28.62,0
114.7,16,59,2,9.57,0
44.01,11,849,1,20.64,0
216.44,18,281,7,2.76,0
159.72,11,1708,1,19.78,0
158.5,2,711,0,7.65,0
179.09,3,24,2,34.75,0
110.44,11,972,2,6.83,0
48.79,4,141,3,25.21,0
45.3,6,276,2,5.14,0
45.0,23,482,2,10.89,0
99.35,6,256,1,0.68,0
93.0,11,1529,3,9.35,0
30.17,7,509,2,15.1,0
103.35,0,323,2,8.32,0
282.01,11,1339,0,9.58,0
154.32,2,282,0,11.39,0
103.65,17,209,1,1.49,0
141.45,3,484,0,4.89,0
40.7,16,174,1,22.04,0
231.82,19,322,2,13.03,0
39.11,23,1581,2,9.63,0
137.88,18,72,1,2.48,0
104.37,4,145,1,18.75,0
68.33,8,150,3,27.73,0
104.45,5,136,6,0.3,0
33.56,14,339,2,0.69,0
115.27,23,265,2,2.78,0
23.53,18,151,2,2.37,0
179.34,5,183,1,17.51,0
51.31,4,244,2,16.24,0
99.24,23,204,2,1.97,0
140.35,17,41,2,46.75,0
38.59,8,172,3,33.52,0
9.89,4,281,1,15.46,0
138.95,17,425,3,28.5,0
132.23,5,109,2,26.93,0
212.73,18,1281,1,5.3,0
21.73,0,1038,1,20.66,0
79.88,6,427,2,4.91,0
73.4,2,39,2,11.07,0
290.54,17,84,1,2.35,0
84.2,2,638,3,20.99,0
89.5,16,348,1,37.32,0
70.16,7,794,1,1.6,0
266.01,6,132,2,7.14,0
43.3,15,38,2,12.26,0
78.65,2,169,3,21.69,0
26.7,11,911,3,47.09,0
63.99,8,1468,0,4.78,0
105.73,15,352,3,6.21,0
160.81,11,461,3,2.35,0
94.85,23,613,3,5.73,0
33.89,20,823,2,17.95,0
72.61,17,262,1,22.03,0
50.43,14,562,2,29.91,0
41.83,11,561,1,0.39,0
47.06,23,117,2,9.49,0
212.33,16,159,5,0.3,0
165.57,13,50,0,18.6,0
53.09,7,389,1,4.44,0
108.81,21,178,4,11.47,0
44.34,20,281,0,5.45,0
259.79,21,175,3,1.63,0
47.49,18,86,1,0.07,0
144.7,11,1313,3,1.11,0
97.84,23,347,0,2.69,0
126.95,9,249,4,21.95,0
177.92,22,852,0,0.04,0
135.27,3,1065,2,5.34,0
212.99,6,715,0,30.47,0
25.35,16,129,2,69.55,0
4.44,22,266,1,6.96,0
48.05,15,548,5,28.84,0
48.37,23,78,4,123.01,1
120.21,13,175,2,11.48,0
22.04,23,1120,3,4.23,0
80.99,10,130,4,26.56,0
98.22,6,221,1,26.46,0
13.79,8,467,1,1.31,0
134.71,3,742,0,38.77,0
89.58,2,6,1,25.86,0
283.47,19,1221,1,48.28,0
238.83,7,66,3,14.77,0
55.88,6,1092,1,3.3,0
80.39,20,1058,1,9.39,0
35.23,17,191,3,6.41,0
77.59,16,610,1,0.85,0
125.08,23,633,2,2.49,0
225.91,11,233,3,0.34,0
48.91,19,1279,4,1.94,0
45.42,16,317,3,30.64,0
68.37,17,413,1,2.08,0
27.08,11,82,2,17.19,0
69.3,9,1258,0,20.17,0
51.1,23,558,1,7.43,0
142.49,23,72,3,1.11,0
34.35,21,228,1,25.21,0
80.47,22,1054,3,8.44,0
37.88,12,128,1,26.07,0
13.96,9,432,1,26.91,0
32.01,19,48,1,2.91,0
48.96,20,161,3,13.56,0
44.62,20,889,1,15.51,0
69.88,9,78,1,8.38,0
426.19,21,692,1,15.76,0
117.22,20,239,3,11.21,0
214.91,10,136,1,0.88,0
119.46,15,139,6,10.78,0
75.57,20,209,4,9.9,0
157.29,1,350,1,7.16,0
119.08,11,701,0,4.95,0
88.87,22,23,1,85.04,0
132.99,18,1269,1,0.74,0
169.93,1,37,0,16.98,0
142.23,2,196,2,28.83,0
45.2,21,386,5,22.11,0
73.71,2,204,0,0.18,0
71.26,3,20,0,2.18,0
174.1,9,599,2,12.34,0
17.64,11,715,0,18.99,0
120.5,19,1081,2,0.97,0
134.58,7,14,1,134.82,0
36.32,6,464,0,6.25,0
177.93,6,227,2,10.29,0
48.92,1,77,5,21.5,0
51.48,4,353,5,32.8,0
28.46,2,935,1,14.07,0
82.92,16,128,0,24.77,0
44.21,15,112,4,3.92,0
56.14,0,215,1,17.88,0
38.68,12,221,2,1.67,0
357.27,2,224,2,8.94,0
33.59,1,62,10,89.08,1
170.11,17,45,1,22.0,0
202.34,9,108,1,13.85,0
98.2,20,57,1,2.28,0
105.98,20,200,3,4.35,0
38.04,7,45,4,0.43,0
148.7,23,68,2,2.73,0
207.2,2,446,1,50.33,0
124.27,11,240,2,12.65,0
32.01,22,416,2,15.77,0
216.68,6,775,6,20.98,0
97.58,0,186,4,9.23,0
42.71,19,288,3,45.53,0
36.7,12,87,1,25.55,0
184.94,7,385,1,46.07,0
141.08,0,1224,1,51.31,0
51.08,11,62,0,6.9,0
65.79,17,846,2,6.68,0
239.0,11,143,1,23.49,0
208.68,12,264,2,11.69,0
47.93,15,16,0,32.05,0
28.06,9,928,0,16.57,0
56.37,6,136,2,30.41,0
186.77,0,885,2,19.46,0
148.75,20,1107,2,1.92,0
90.6,16,585,0,6.07,0
153.38,4,474,1,2.39,0
204.02,9,1050,4,1.46,0
40.59,19,144,0,1.66,0
195.32,7,110,6,14.49,0
78.92,7,123,1,4.0,0
36.85,15,506,0,17.19,0
172.18,10,228,0,5.67,0
65.22,6,125,0,5.31,0
61.98,8,175,2,2.61,0
36.2,12,686,2,2.22,0
64.25,23,434,4,3.62,0
42.78,22,280,4,5.16,0
240.43,20,358,5,15.1,0
53.86,12,72,1,9.87,0
72.44,0,492,3,34.97,0
59.53,7,407,1,3.04,0
34.21,11,755,3,0.32,0
56.83,2,15,10,20.8,1
68.77,14,1014,1,57.97,0
71.84,2,1774,1,66.21,0
7.68,22,701,1,27.53,0
32.37,8,254,3,12.75,0
80.95,14,423,2,3.69,0
62.67,12,203,2,19.34,0
90.71,7,92,2,7.09,0
143.49,22,592,1,6.47,0
45.03,10,620,2,5.07,0
92.47,1,340,2,5.3,0
78.86,15,800,1,11.22,0
111.95,23,666,3,18.63,0
78.65,4,542,1,0.92,0
39.7,0,1187,0,2.6,0
29.75,15,31,1,2.0,0
16.96,18,13,2,12.28,0
27.65,6,252,2,66.18,0
81.08,12,22,2,4.36,0
244.09,7,1386,1,7.84,0
91.34,20,181,1,0.58,0
59.73,9,52,1,2.71,0
120.12,21,1028,3,11.58,0
35.99,5,569,1,6.55,0
190.01,13,147,3,10.03,0
51.67,12,661,1,17.35,0
122.81,15,610,2,34.69,0
180.23,16,63,2,7.06,0
206.85,7,25,2,8.77,0
128.13,1,230,1,12.14,0
155.66,6,809,2,10.17,0
112.65,4,204,1,25.04,0
214.78,13,150,1,2.97,0
104.62,16,75,0,45.46,0
243.34,19,23,1,28.95,0
49.07,8,904,2,28.58,0
133.48,4,122,2,7.08,0
17.66,10,162,3,16.98,0
37.97,11,561,2,9.62,0
134.25,21,9,2,20.56,0
28.73,9,187,1,15.38,0
153.64,12,2394,1,13.88,0
151.96,1,304,0,76.2,0
23.11,8,74,0,3.12,0
43.86,1,42,4,28.97,0
61.71,17,306,5,0.91,0
30.19,12,140,1,16.03,0
69.89,22,1378,3,26.93,0
85.37,9,656,2,30.51,0
96.88,23,1314,3,3.5,0
88.47,15,68,0,15.78,0
119.79,9,789,3,41.71,0
2.83,12,195,2,4.6,0
83.66,17,991,1,33.63,0
228.43,19,581,2,21.62,0
33.04,19,1999,0,1.75,0
50.41,0,494,3,5.08,0
55.03,8,1368,3,5.31,0
184.9,19,258,1,10.26,0
176.4,1,36,1,18.34,0
26.41,11,391,2,19.79,0
65.88,1,742,2,28.06,0
32.52,8,991,1,0.47,0
112.38,14,242,2,10.83,0
68.35,0,992,3,50.86,0
88.38,7,94,2,3.42,0
86.34,16,479,4,5.06,0
148.46,6,1531,0,27.02,0
60.09,4,478,4,8.81,0
11.91,7,262,3,0.87,0
149.37,9,751,1,14.17,0
103.19,22,68,0,9.05,0
156.98,6,595,1,18.22,0
109.38,11,159,1,1.22,0
29.23,2,179,2,1.44,0
63.04,12,169,2,0.71,0
21.47,21,71,1,12.01,0
141.28,9,245,3,17.2,0
191.08,17,387,1,8.87,0
36.39,16,1704,1,5.78,0
161.23,9,302,3,1.99,0
64.17,19,408,3,13.04,0
133.71,22,1280,2,32.26,0
96.57,8,742,1,4.95,0
181.3,20,639,0,14.1,0
9.8,21,313,1,14.65,0
85.73,17,41,1,9.65,0
36.86,23,102,3,1.34,0
18.96,15,369,0,3.67,0
98.26,9,123,1,1.57,0
98.66,13,20,0,3.9,0
78.91,16,186,2,23.7,0
56.33,22,2891,2,14.83,0
197.2,10,70,1,16.26,0
80.6,3,795,1,4.78,0
54.05,16,45,1,25.15,0
90.98,23,46,1,22.57,0
61.48,19,643,2,40.7,0
72.68,2,95,0,4.7,0
22.97,12,50,3,5.67,0
120.31,2,243,2,13.39,0
93.28,7,73,3,21.61,0
51.38,15,848,1,21.28,0
48.38,12,1233,4,3.25,0
89.83,23,1122,1,27.36,0
47.49,14,213,4,6.7,0
15.54,14,47,3,4.92,0
104.92,5,352,1,25.11,0
238.52,3,71,0,67.24,0
50.07,23,322,2,13.19,0
213.57,1,492,0,10.62,0
271.86,4,299,3,15.49,0
103.34,6,196,2,1.33,0
109.89,11,307,2,8.29,0
148.31,20,6,1,11.54,0
63.82,14,598,2,33.15,0
137.2,6,551,2,10.65,0
138.43,5,132,5,13.89,0
54.23,1,40,0,29.73,0
156.58,23,303,2,16.48,0
155.4,22,409,4,1.02,0
107.23,7,158,1,0.35,0
71.45,19,83,0,4.58,0
13.71,9,602,5,20.07,0
140.09,1,205,1,24.26,0
75.67,17,400,1,6.91,0
28.21,19,606,5,22.46,0
124.82,10,443,2,0.53,0
38.65,0,1657,1,20.73,0
53.67,8,215,0,2.17,0
181.06,18,231,2,18.38,0
93.12,8,245,3,30.3,0
88.34,20,602,2,12.32,0
49.45,2,771,2,3.05,0
84.26,23,509,3,2.8,0
33.03,22,156,4,6.86,0
82.87,19,361,3,5.72,0
34.11,12,135,3,8.56,0
44.3,9,581,0,3.05,0
92.68,1,1289,1,15.06,0
139.26,12,110,1,0.1,0
322.98,6,425,1,53.09,0
22.0,17,403,2,5.5,0
145.9,22,329,2,20.81,0
39.83,19,154,2,9.9,0
76.51,17,224,5,3.05,0
180.56,3,74,3,4.89,0
214.31,1,917,1,15.07,0
84.72,2,189,1,9.24,0
59.47,2,157,0,8.01,0
33.57,2,18,3,18.0,0
106.55,12,1544,3,14.18,0
126.6,7,847,1,1.34,0
19.69,20,805,3,22.59,0
155.3,18,361,4,0.53,0
84.5,4,24,2,1.99,0
44.75,14,421,5,2.04,0
106.17,7,1352,2,24.41,0
76.16,3,1964,2,10.96,0
47.15,14,537,4,3.03,0
34.13,16,871,4,21.23,0
6.76,21,263,0,35.42,0
97.69,6,190,1,12.47,0
95.41,9,62,4,11.34,0
69.31,8,888,2,3.22,0
100.41,20,239,1,9.34,0
149.83,18,86,2,8.86,0
136.9,20,1,1,24.52,0
217.06,16,214,3,31.19,0
75.63,8,237,3,15.19,0
246.84,9,81,1,1.18,0
114.03,23,397,3,3.67,0
16.55,16,161,5,3.5,0
31.98,10,1374,3,1.08,0
143.21,16,426,4,6.47,0
54.35,17,269,4,7.41,0
105.72,21,669,3,6.82,0
133.34,22,1844,3,16.74,0
77.48,20,418,0,11.61,0
26.34,4,184,0,0.72,0
138.17,1,467,0,4.93,0
78.15,9,565,1,14.29,0
116.87,4,26,1,13.13,0
97.73,12,459,2,26.95,0
151.43,17,266,2,5.34,0
52.88,4,488,3,4.09,0
33.57,22,1176,5,3.62,0
80.99,14,3,0,3.08,0
35.23,17,45,1,4.12,0
45.48,13,40,2,22.85,0
36.45,22,160,3,8.39,0
169.87,12,130,1,62.57,0
92.86,2,237,2,4.14,0
147.39,13,1555,2,13.3,0
90.17,6,1440,2,2.45,0
61.77,5,248,2,35.12,0
123.52,5,224,1,4.25,0
64.17,3,617,5,4.56,0
221.15,2,233,2,6.7,0
35.38,11,33,2,1.88,0
67.22,0,187,1,7.92,0
158.24,8,94,4,0.67,0
86.76,9,780,0,4.36,0
184.76,12,59,3,22.2,0
28.24,18,987,7,35.74,0
76.66,18,165,0,7.2,0
182.78,18,1731,2,9.73,0
29.79,17,206,0,5.16,0
53.25,2,1527,1,33.46,0
51.2,1,53,3,3.66,0
153.99,21,150,1,2.55,0
85.26,22,487,4,3.62,0
58.22,6,81,2,8.86,0
101.26,1,26,3,30.1,0
186.24,19,479,5,5.35,0
69.78,12,267,2,5.73,0
87.51,17,700,1,17.74,0
8.28,9,1179,6,9.99,0
75.43,3,74,3,4.58,0
50.63,0,678,1,19.03,0
8.44,2,211,2,2.85,0
199.2,14,1307,2,5.8,0
122.41,18,21,3,66.65,0
113.41,3,124,1,52.84,0
74.36,14,151,4,0.2,0
218.34,23,370,3,1.86,0
39.6,4,585,2,3.69,0
50.97,22,4,0,24.9,0
65.4,4,693,2,35.59,0
37.6,7,202,2,19.19,0
21.36,11,3,3,12.87,0
143.24,22,86,3,5.79,0
266.42,10,559,0,7.01,0
40.25,21,382,1,29.69,0
119.61,5,258,0,28.17,0
86.68,23,225,2,19.68,0
64.26,2,35,3,33.23,0
140.98,6,113,1,16.78,0
101.36,10,899,0,48.73,0
22.83,3,35,6,15.91,0
94.66,9,178,4,14.34,0
6.99,5,29,2,11.7,0
314.94,19,333,1,5.38,0
133.25,18,1434,2,11.36,0
100.55,14,843,3,4.4,0
113.44,6,41,0,39.6,0
12.88,21,117,2,26.83,0
183.92,0,559,1,25.24,0
55.61,10,212,2,9.01,0
13.02,8,2698,3,4.33,0
43.17,2,642,4,15.3,0
77.78,7,321,0,2.95,0
44.72,15,92,1,22.34,0
84.34,22,78,2,3.57,0
86.25,21,123,11,5.39,1
24.85,19,148,2,6.62,0
235.4,14,45,4,3.27,0
195.25,5,1577,0,9.14,0
42.91,13,5,4,36.39,0
98.78,0,98,3,8.97,0
57.48,17,642,2,8.9,0
103.78,20,93,1,9.22,0
4.94,7,433,1,42.69,0
182.97,7,878,2,21.21,0
79.66,18,411,0,6.31,0
76.41,1,402,2,3.02,0
119.37,16,246,0,14.65,0
18.01,2,832,2,26.45,0
159.02,7,91,1,42.03,0
183.32,9,149,6,33.44,0
46.65,23,30,2,0.65,0
106.72,21,2,1,5.4,0
208.18,0,195,2,7.54,0
103.88,9,332,1,10.71,0
41.01,19,278,1,16.95,0
36.36,23,75,1,8.78,0
97.64,0,363,5,54.12,0
134.66,19,2052,1,4.48,0
33.99,22,460,1,16.84,0
50.65,6,1232,3,5.31,0
116.7,13,712,5,19.88,0
91.95,1,35,3,9.23,0
61.67,16,432,5,23.38,0
63.76,2,1313,2,11.67,0
13.32,11,824,1,2.52,0
56.18,11,567,1,45.32,0
36.02,19,84,1,6.51,0
407.91,13,33,0,2.4,0
87.01,18,1318,1,2.93,0
245.49,9,132,2,4.87,0
146.41,7,4,5,3.28,0
7.19,6,534,1,12.09,0
71.42,0,1065,1,2.84,0
157.86,11,198,3,4.03,0
76.84,11,565,1,5.45,0
73.44,12,140,2,9.5,0
109.21,8,51,7,32.89,1
191.47,2,351,2,4.92,0
113.67,14,9,3,10.28,0
37.85,22,561,3,16.39,0
256.12,8,210,3,16.56,0
75.94,7,615,0,2.46,0
50.19,16,622,5,22.32,0
36.66,8,181,2,11.4,0
68.76,16,1201,3,1.66,0
83.53,18,47,2,2.26,0
137.49,19,568,1,16.66,0
74.92,14,609,1,32.61,0
97.0,23,399,1,7.65,0
128.2,4,113,11,8.2,1
109.04,17,448,2,21.43,0
134.38,21,83,3,11.96,0
173.03,5,1007,2,13.69,0
57.37,8,175,5,22.63,0
45.22,1,398,1,7.15,0
116.65,22,379,1,16.25,0
28.93,4,121,1,20.26,0
67.2,10,551,1,14.37,0
169.01,2,86,4,26.32,0
97.67,11,91,1,5.57,0
103.95,4,707,3,4.39,0
102.49,16,38,0,10.82,0
189.1,10,301,3,5.27,0
47.92,9,117,4,5.82,0
92.73,14,1015,3,2.97,0
178.68,20,224,1,3.85,0
80.74,7,1109,2,6.07,0
52.85,18,468,3,32.45,0
32.27,22,425,3,3.45,0
180.57,12,226,1,11.54,0
58.24,8,35,0,0.59,0
77.21,14,141,0,10.14,0
90.32,19,122,3,3.26,0
9.01,15,531,1,12.21,0
135.54,4,766,3,19.64,0
47.23,11,815,2,1.57,0
76.24,10,517,1,10.75,0
21.69,16,691,0,11.08,0
156.53,19,1443,0,53.67,0
154.71,6,1199,1,3.39,0
113.47,11,2,0,5.45,0
218.77,14,361,1,4.96,0
2.44,11,92,3,0.05,0
80.99,14,48,1,22.88,0
161.3,22,816,3,26.73,0
53.46,9,313,2,9.46,0
85.57,23,54,1,0.52,0
100.34,12,823,2,2.93,0
117.62,21,91,2,6.1,0
91.69,2,1183,0,2.27,0
82.04,15,378,5,1.78,0
67.66,17,312,5,9.17,0
344.14,23,52,1,20.55,0
163.08,16,1137,3,0.09,0
58.49,5,646,4,28.38,0
15.7,17,24,3,30.64,0
166.13,8,19,1,14.25,0
61.3,16,319,2,4.74,0
84.41,23,153,2,0.69,0
95.06,4,2,3,1.25,0
95.84,10,1578,2,6.2,0
145.09,12,463,3,17.14,0
240.13,2,483,3,19.11,0
40.25,15,580,2,42.54,0
24.39,12,1772,1,68.84,0
24.86,8,347,2,28.15,0
109.1,16,297,3,10.1,0
159.53,22,313,4,53.03,0
318.61,4,1278,1,3.9,0
54.78,20,462,1,8.66,0
111.23,23,584,2,6.29,0
58.64,1,166,3,27.44,0
18.11,17,9,1,0.43,0
19.36,13,12,2,10.21,0
38.82,15,274,3,0.46,0
244.28,18,233,4,35.59,0
111.27,23,810,2,29.93,0
73.45,14,276,1,10.51,0
18.39,17,791,3,10.99,0
59.91,18,59,0,11.19,0
23.15,8,758,2,7.89,0
44.67,0,107,0,1.93,0
32.27,1,269,0,6.8,0
215.98,0,254,7,58.69,0
66.96,7,349,6,14.3,0
135.06,13,1033,2,6.29,0
61.81,15,18,0,7.55,0
80.29,0,582,1,9.85,0
127.05,11,208,2,1.21,0
54.56,21,607,1,16.42,0
188.72,8,308,0,7.45,0
50.24,16,3,3,4.36,0
56.46,16,329,1,11.75,0
84.37,5,919,1,3.34,0
67.2,11,348,0,1.84,0
244.28,22,200,2,9.46,0
32.05,20,68,1,4.03,0
90.72,20,422,2,4.52,0
66.67,5,533,2,3.95,0
160.33,2,590,1,41.85,0
12.86,18,277,3,8.75,0
223.54,18,50,2,2.51,0
7.67,19,651,0,2.82,0
88.96,1,56,2,3.01,0
156.62,22,85,2,6.34,0
148.5,21,228,2,20.02,0
23.4,19,102,4,4.32,0
41.5,15,499,3,41.26,0
19.98,18,69,1,7.2,0
63.3,20,264,0,0.9,0
156.98,5,816,1,0.61,0
144.4,8,834,2,15.49,0
48.96,17,248,3,12.0,0
67.8,14,76,1,12.55,0
117.8,11,517,4,1.42,0
41.29,23,428,0,0.11,0
106.9,11,488,3,5.36,0
168.51,0,97,3,11.55,0
44.1,13,667,5,12.08,0
69.55,9,150,3,2.78,0
34.45,0,390,4,17.71,0
30.13,9,375,3,12.12,0
103.0,10,155,3,35.6,0
135.29,13,94,1,10.6,0
26.26,9,502,1,19.05,0
83.81,5,1031,1,12.39,0
41.67,18,621,0,3.94,0
188.21,14,60,4,70.93,0
86.18,5,933,0,2.3,0
130.46,13,810,2,12.83,0
88.73,8,567,0,4.93,0
38.1,16,632,3,6.34,0
85.06,21,223,2,12.15,0
10.93,0,85,3,5.44,0
195.44,1,177,2,7.68,0
47.37,21,474,1,4.73,0
69.29,3,314,1,20.51,0
54.4,4,46,4,1.02,0
65.27,10,229,1,17.2,0
154.96,14,153,2,2.32,0
72.72,9,304,1,1.13,0
68.04,5,642,1,10.36,0
184.26,5,556,1,3.89,0
33.16,17,277,4,16.18,0
128.69,10,437,1,15.33,0
148.6,7,260,1,12.5,0
3.89,12,10,3,0.96,0
84.7,2,142,1,3.94,0
88.77,18,2074,1,2.02,0
51.76,19,764,3,10.12,0
34.5,12,907,2,46.22,0
106.21,20,639,2,29.43,0
115.45,12,16,4,2.11,0
222.38,10,2082,0,0.9,0
213.52,2,38,7,29.43,1
94.63,18,187,6,3.62,0
98.62,16,17,12,24.71,1
68.29,21,309,1,17.16,0
188.1,1,331,3,8.99,0
86.03,17,1313,2,14.35,0
17.65,16,200,2,8.91,0
63.16,6,461,0,31.11,0
13.32,15,140,4,70.43,0
101.35,8,116,2,47.05,0
186.85,22,1040,2,9.24,0
73.24,9,120,4,2.86,0
72.29,4,354,1,25.08,0
35.11,18,380,1,6.38,0
107.55,8,82,1,11.62,0
54.04,1,173,2,11.36,0
140.55,9,296,1,1.31,0
50.95,19,1652,0,8.94,0
131.69,20,708,2,8.34,0
52.02,22,2179,4,12.07,0
149.78,11,288,4,9.71,0
25.5,19,841,1,54.21,0
14.0,12,292,5,12.57,0
205.92,22,2678,4,24.24,0
42.86,19,59,1,26.02,0
173.87,18,124,1,5.04,0
136.05,18,684,3,9.72,0
19.68,21,659,3,2.51,0
75.06,22,89,2,4.34,0
41.27,23,436,0,12.02,0
21.63,16,403,3,11.25,0
106.63,0,18,2,1.03,0
250.84,2,54,5,8.18,0
179.44,23,532,1,15.31,0
109.29,22,34,6,4.31,0
178.92,8,450,3,22.03,0
15.9,18,8,3,7.7,0
92.45,23,141,5,2.41,0
4.36,11,342,2,37.39,0
81.27,4,7,1,2.72,0
101.68,13,666,1,12.66,0
118.28,19,224,2,12.43,0
152.1,1,1,1,0.39,0
43.32,21,132,4,2.78,0
180.41,23,161,1,3.07,0
110.3,11,545,2,20.15,0
103.87,12,860,2,8.62,0
17.69,19,119,1,21.31,0
75.59,0,665,1,64.69,0
24.86,12,157,4,18.91,0
95.57,19,375,3,2.52,0
40.53,15,332,0,2.25,0
68.63,2,1543,3,6.31,0
